category,favourite,audio_name,dua_transliteration,english_translation,dua_id,dua_title,dua_arabic,additional_info,counter,reference,urdu_translation,id
"40 Rabbanas",no,dua_159,"Rabbana la taj'alna ma'al qawwmi-dhalimeen","Our Lord! Place us not with the wrong-doing folk",159,"Rabbana 21"," رَبَّنَا لَا تَجْعَلْنَا مَعَ ٱلْقَوْمِ ٱلظَّٰلِمِينَ","""1. This du`a will be made by the people of “the heights” (between Jannah and Jahannum) when their faces will be turned towards the fire of Jahannum. The meaning of the du`a is that “O Allah do not include us among the dwellers of Jahannum who are all oppressors.”
Ref: Mariful Qur’an Vol. 3. P. 564""",0,"الأعراف :47","اے ہمارے رب! ہم کو ان ﻇالم لوگوں کے ساتھ شامل نہ کر",21
"40 Rabbanas",no,dua_160,"Rabbanaf-tah baynana wa bayna qawmina bil haqqi wa anta Khayrul Fatiheen","Our Lord! Decide with truth between us and our folk, for Thou art the best of those who make decision.",160,"Rabbana 22","رَبَّنَا ٱفْتَحْ بَيْنَنَا وَبَيْنَ قَوْمِنَا بِٱلْحَقِّ وَأَنتَ خَيْرُ ٱلْفَٰتِحِينَ","""1. This du`a was made by Shuaib (a.s) when his nation refused to accept the truth. Shuaib (a.s) turned to Allah making du`a.
Ref: Mariful Qur’an Vol. 3. P. 267
2. In reality Shuaib (a.s) made du`a for the destruction of the rejectors from amongst his nation. Allah accepted this du`a and destroyed the nation by a great tremor.
Ref: Ibid P. 630""",0,"الأعراف :89","اے ہمارے پروردگار! ہمارے اور ہماری قوم کے درمیان حق کے موافق فیصلہ کر دے اور تو سب سے اچھا فیصلہ کرنے واﻻ ہے",22
"40 Rabbanas",no,dua_161,"Rabbana afrigh 'alayna sabran wa tawaffana Muslimeen","Our Lord! Vouchsafe unto us steadfastness and make us die as men who have surrendered (unto Thee).",161,"Rabbana 23"," رَبَّنَآ أَفْرِغْ عَلَيْنَا صَبْرًا وَتَوَفَّنَا مُسْلِمِينَ","""1. In this du`a, there is an indication to the fact that if Allah does not wish and will, then man’s courage and hope will be of no use. Therefore du`a is being made for firmness and steadfastness. Because it’s only steadfastness, patience and firmness which can make a person victorious over one’s opponents.
Ref: Mariful Qur’an Vol. 4. P. 37""",0,"الأعراف :126","اے ہمارے رب! ہمارے اوپر صبر کا فیضان فرما اور ہماری جان حالت اسلام پر نکال",23
"40 Rabbanas",no,dua_162,"Rabbana la taj'alna fitnatal lil-qawmidh-Dhalimeen wa najjina bi-Rahmatika minal qawmil kafireen","Our Lord! Oh, make us not a lure for the wrongdoing folk; (85) And, of Thy mercy, save us from the folk that disbelieve.",162,"Rabbana 24","رَبَّنَا لَا تَجْعَلْنَا فِتْنَةً لِّلْقَوْمِ ٱلظَّٰلِمِينَ ﴿٨٥‎﴾ وَنَجِّنَا بِرَحْمَتِكَ مِنَ ٱلْقَوْمِ ٱلْكَٰفِرِينَ ﴿٨٦﴾","""1. Before making du`a, having total reliance on Allah is of utmost importance, so that the du`a may be accepted.
Ref: Tafsir Mazhari Vol.5. P. 535""",0,"يونس :85-86"," اے ہمارے پروردگار! ہم کو ان ﻇالموں کے لئے فتنہ نہ بنا  ﴿٨٥‎﴾ اور ہم کو اپنی رحمت سے ان کافر لوگوں سے نجات دے ﴿٨٦﴾",24
"40 Rabbanas",no,dua_163,"Rabbana innaka ta'lamu ma nukhfi wa ma nu'linu wa ma yakhfa 'alal-lahi min shay'in fil-ardi wa la fis-Sama'","Our Lord, indeed You know what we conceal and what we declare, and nothing is hidden from Allah on the earth or in the heaven.",163,"Rabbana 25","رَبَّنَآ إِنَّكَ تَعْلَمُ مَا نُخْفِى وَمَا نُعْلِنُ ۗ وَمَا يَخْفَىٰ عَلَى ٱللَّهِ مِن شَىْءٍ فِى ٱلْأَرْضِ وَلَا فِى ٱلسَّمَآءِ","""1. This was the du`a of Ibrahim (a.s).
2. Ibn Abbas (a.s) says it refers to the sadness of leaving Ismail u and his mother in a barren land.
Ref: Tafsir Mazhari Vol. 6. P. 316""",0,"إبرهيم :38","اے ہمارے پروردگار! تو خوب جانتا ہے جو ہم چھپائیں اور جو ﻇاہر کریں۔ زمین و آسمان کی کوئی چیز اللہ پر پوشیده نہیں",25
"40 Rabbanas",no,dua_164,"Rabbana wa taqabbal Du'a","our Lord! and accept my prayer",164,"Rabbana 26"," رَبَّنَا وَتَقَبَّلْ دُعَآءِ","""1. In Tirmidhi there is a narration wherein Rasulullah (pbuh) says “Du`a is Ibadah”
2. Anas (a.s) narrates that Nabi(pbuh) has said: Du`a is the essence (marrow) of Ibadah.
Ref: Tafsir Mazhari Vol. 6. P. 317""",0,"إبرهيم :40","اے ہمارے رب میری دعا قبول فرما",26
"40 Rabbanas",no,dua_165,"Rabbana ghfir li wa li wallidayya wa lil Mu'mineena yawma yaqumul hisaab","Our Lord! Forgive me and my parents and believers on the day when the account is cast.",165,"Rabbana 27","رَبَّنَا ٱغْفِرْ لِى وَلِوَٰلِدَىَّ وَلِلْمُؤْمِنِينَ يَوْمَ يَقُومُ ٱلْحِسَابُ","""1. This is also the du`a of Ibrahim (a.s).
2. From these a yaat that appear before this
du`a we learn the etiquettes of du`a, it must be made with utmost humility and humbleness - also, the praises and glorification of Allah should be made with du`a. By this, there is a greater possibility that the du`a will be accepted.
Ref: Mariful Qur’an Vol. 5. 256""",0,"إبرهيم :41","اے ہمارے پروردگار! مجھے بخش دے اور میرے ماں باپ کو بھی بخش اور دیگر مومنوں کو بھی بخش جس دن حساب ہونے لگے",27
"40 Rabbanas",no,dua_166,"Rabbana 'atina mil-ladunka Rahmataw wa hayyi lana min amrina rashada","Our Lord! Give us mercy from Thy presence, and shape for us right conduct in our plight.",166,"Rabbana 28"," رَبَّنَآ ءَاتِنَا مِن لَّدُنكَ رَحْمَةً وَهَيِّئْ لَنَا مِنْ أَمْرِنَا رَشَدًا","1. This du`a was made by the companions of the cave when they took refuge in the cave.",0,"الكهف :10","اے ہمارے پروردگار! ہمیں اپنے پاس سے رحمت عطا فرما اور ہمارے کام میں ہمارے لئے راه یابی کو آسان کردے",28
"40 Rabbanas",no,dua_167,"Rabbana innana nakhafu any-yafruta 'alayna aw any-yatgha","Our Lord! Lo! we fear that he may be beforehand with us or that he may play the tyrant.",167,"Rabbana 29","رَبَّنَآ إِنَّنَا نَخَافُ أَن يَفْرُطَ عَلَيْنَآ أَوْ أَن يَطْغَىٰ","1. This was the du`a that Musa (a.s) and Harun (a.s) made to Allah before going to Firoun.",0,"طه :45","اے ہمارے رب! ہمیں خوف ہے کہ کہیں فرعون ہم پر کوئی زیادتی نہ کرے یا اپنی سرکشی میں بڑھ نہ جائے",29
"40 Rabbanas",no,dua_168,"Rabbana amanna faghfir lana warhamna wa anta khayrur Rahimiin","Our Lord! Lo! we fear that he may be beforehand with us or that he may play the Our Lord! We believe, therefor forgive us and have mercy on us for Thou art Best of all who show mercy.",168,"Rabbana 30"," رَبَّنَآ ءَامَنَّا فَٱغْفِرْ لَنَا وَٱرْحَمْنَا وَأَنتَ خَيْرُ ٱلرَّٰحِمِينَ","""1. This is a du`a made by a group of Muslims. They used to continuously make this du`a.
2. In this du`a the believers are addressing Allah by saying, “O Allah we have brought Iman, hence for give us and have mercy on us”.""",0,"المؤمنون :109","اے ہمارے پروردگار! ہم ایمان ﻻچکے ہیں تو ہمیں بخش اور ہم پر رحم فرما تو سب مہربانوں سے زیاده مہربان ہے",30
"40 Rabbanas",no,dua_169,"Rabbanas-rif 'anna 'adhaba jahannama inna 'adhabaha kana gharama innaha sa'at musta-qarranw wa muqama","Our Lord! Avert from us the doom of hell; lo! the doom thereof is anguish; Lo! it is wretched as abode and station",169,"Rabbana 31","رَبَّنَا ٱصْرِفْ عَنَّا عَذَابَ جَهَنَّمَ ۖ إِنَّ عَذَابَهَا كَانَ غَرَامًا ﴿٦٥﴾ إِنَّهَا سَآءَتْ مُسْتَقَرًّا وَمُقَامًا ﴿٦٦﴾","""1. This du`a is a supplication which should be continuously made by the believers. Because one of their qualities, is that despite being obedient to Allah, they still remain in fear regarding the punishment of Allah, and regarding the Akhirah. Because of this fear they become practical, and continue making du`a.
Ref: Mariful Qur’an. Vol. 6. P. 504
2. Ali (a.s) narrates that Nabi (pbuh) has said: Allah sent wahi to one Nabi of the Bani Israil (i.e. Dawud a.s) “Tell the obedient servants from your ummah not to only rely on their good actions, as on the day of reckoning, whichever servant I wish to punish I will punish in conformance to my (justice) and tell the disobedient servants not to throw themselves into destruction by their own hands (i.e. they should not give up hope of forgiveness) as I will forgive major sins also if I wish, and I will not care (i.e. in giving anybody punishment or forgiving anybody - Abu Naim.)
Ref: Tafsir Mazhari Vol. 8 P. 486""",0,"الفرقان :65-66","اے ہمارے پروردگار! ہم سے دوزخ کا عذاب پرے ہی پرے رکھ، کیونکہ اس کا عذاب چمٹ جانے واﻻ ہے ﴿٦٥﴾ بے شک وه ٹھہرنے اور رہنے کے لحاظ سے بدترین جگہ ہے ﴿٦٦﴾",31
"40 Rabbanas",no,dua_170,"Rabbana Hablana min azwaajina wadhurriy-yatina, qurrata 'ayionin wa-jalna lil-muttaqeena Imaama","Our Lord! Vouchsafe us comfort of our wives and of our offspring, and make us patterns for (all) those who ward off (evil).",170,"Rabbana 32","رَبَّنَا هَبْ لَنَا مِنْ أَزْوَٰجِنَا وَذُرِّيَّٰتِنَا قُرَّةَ أَعْيُنٍ وَٱجْعَلْنَا لِلْمُتَّقِينَ إِمَامًا","""1. Regarding the “coolness of the eyes” Hasan Basri states: The original coolness of the eyes is to see a persons family involved in the obedience of Allah. The health and welfare and happiness of the family is also included in it.
Ref: Mariful Qur’an Vol. 6. P. 509
2. Allah’s chosen servants are not only concerned with their own
reformation and are satisfied by their good deeds alone. They are also concerned with the reformation and actions of their wives and children. They continue to make an effort in this regard, and part of their effort is to make du`a also.
Ref: Ibid
3. Qurtubi states: There can be nothing more soothing / cooling to the eyes than seeing a person’s wife and children being obedient to Allah
Ref: Mazhari Vol. 8 P. 499
“Coolness of the eyes”
4. Coolness of eyes
Ikramah says: The Mufassirin have not taken the meaning of
beauty and grace. But they say it means “to be obedient to Allah.
Ref: Ibn Kathir Vol. 3 P. 342""",0,"الفرقان :74","اے ہمارے پروردگار! تو ہمیں ہماری بیویوں اور اوﻻد سے آنکھوں کی ٹھنڈک عطا فرما اور ہمیں پرہیزگاروں کا پیشوا بنا",32
"40 Rabbanas",no,dua_171,"Rabbana la Ghafurun shakur","Our Lord is Forgiving, Bountiful",171,"Rabbana 33"," رَبَّنَا لَغَفُورٌ شَكُورٌ","""1. When the dwellers of Jannah will be entering Jannah, they will be saying the above.
Ref: Mariful Qur’an Vol. 7 P. 350
2. Ibn Umar (a.s) narrates that Nabi (pbuh) has said: The reciters of the kalimah will have no fear at the time of death, nor will they experience fear in the grave, nor on the plains of reckoning. I am seeing them wiping the dust off their heads (at the time of arising from their graves) and they will be saying the above.
Ref: Ibn Kathir Vol. 3 P. 565 by Tabarani""",0,"فاطر :34","ہمارا پروردگار بڑا بخشنے واﻻ بڑا قدردان ہے",33
"40 Rabbanas",no,dua_172,"Rabbana wasi'ta kulla shai'inr Rahmatanw wa 'ilman faghfir lilladhina tabu wattaba'u sabilaka waqihim 'adhabal-Jahiim","Our Lord! Thou comprehendest all things in mercy and knowledge, therefor forgive those who repent and follow Thy way. Ward off from them the punishment of hell.",172,"Rabbana 34","رَبَّنَا وَسِعْتَ كُلَّ شَىْءٍ رَّحْمَةً وَعِلْمًا فَٱغْفِرْ لِلَّذِينَ تَابُوا۟ وَٱتَّبَعُوا۟ سَبِيلَكَ وَقِهِمْ عَذَابَ ٱلْجَحِيمِ","""1. Those angels who carry the Throne of Allah make this du`a for the Muminin.
2. Mutif Bin Abdullah says: The most well wishing creation towards the believers are the angels and the most deceiving is Shaytan.
Ref: Mazhari Vol. 10 P. 219""",0,"غافر :7","اے ہمارے پروردگار! تو نے ہر چیز کو اپنی بخشش اور علم سے گھیر رکھا ہے، پس تو انہیں بخش دے جو توبہ کریں اور تیری راه کی پیروی کریں اور تو انہیں دوزخ کے عذاب سے بھی بچا لے",34
"40 Rabbanas",no,dua_173,"Rabbana wa adhkhilhum Jannati 'adninil-lati wa'adatahum wa man salaha min aba'ihim wa azwajihim wa dhuriyyatihim innaka antal 'Azizul-Hakimu, waqihimus sayyi'ati wa man taqis-sayyi'ati yawma'idhin faqad rahimtahu wa dhalika huwal fawzul-'Adheem","Our Lord! And make them enter the Gardens of Eden which thou hast promised them, with such of their fathers and their wives and their descendants as do right. Lo! Thou, only Thou, art the Mighty, the Wise. (8) And ward off from them ill-deeds; and he from whom Thou wardest off ill-deeds that day, him verily hast Thou taken into mercy. That is the supreme triumph.",173,"Rabbana 35","رَبَّنَا وَأَدْخِلْهُمْ جَنَّٰتِ عَدْنٍ ٱلَّتِى وَعَدتَّهُمْ وَمَن صَلَحَ مِنْ ءَابَآئِهِمْ وَأَزْوَٰجِهِمْ وَذُرِّيَّٰتِهِمْ ۚ إِنَّكَ أَنتَ ٱلْعَزِيزُ ٱلْحَكِيمُ ﴿٨﴾ وَقِهِمُ ٱلسَّيِّـَٔاتِ ۚ وَمَن تَقِ ٱلسَّيِّـَٔاتِ يَوْمَئِذٍ فَقَدْ رَحِمْتَهُۥ ۚ وَذَٰلِكَ هُوَ ٱلْفَوْزُ ٱلْعَظِيمُ ﴿٩﴾","""1. This is also the du`a of the angels for the believers.
2. Saeed bin Jubair (a.s) narrates: When a person will enter Jannah, he will enquire regarding the abode of his father / brother and son. It will be said to him: “They did not reach your status as far as good deeds are concerned. ”The person will reply, “The good deeds I used to do were for myself as well as for them”. Hence they will be joined with him. Thereafter Saeed (a.s) recited the above ayah.
Ref: Ibn Kathir Vol. 4 P. 78""",0,"غافر :8-9","اے ہمارے رب! تو انہیں ہمیشگی والی جنتوں میں لے جا جن کا تو نے ان سے وعده کیا ہے اور ان کے باپ دادوں اور بیویوں اور اوﻻد میں سے (بھی) ان (سب) کو جو نیک عمل ہیں۔ یقیناً تو تو غالب و باحکمت ہے ﴿٨﴾ انہیں برائیوں سے بھی محفوظ رکھ، حق تو یہ ہے کہ اس دن تونے جسے برائیوں سے بچا لیا اس پر تو نے رحمت کر دی اور بہت بڑی کامیابی تو یہی ہے ﴿٩﴾",35
"40 Rabbanas",no,dua_174,"Rabban-agh’fir lana wa li 'ikhwani nalladhina sabaquna bil imani wa la taj'al fi qulubina ghillal-lilladhina amanu","Our Lord! Forgive us, and our brethren who came before us into the Faith, and leave not, in our hearts, rancour (or sense of injury) against those who have believed.",174,"Rabbana 36","رَبَّنَا ٱغْفِرْ لَنَا وَلِإِخْوَٰنِنَا ٱلَّذِينَ سَبَقُونَا بِٱلْإِيمَٰنِ وَلَا تَجْعَلْ فِى قُلُوبِنَا غِلًّا لِّلَّذِينَ ءَامَنُوا۟","""“Al-ladhina-amanu” refers to the Muhajirin and Ansar:
1. Those angels who carry the Throne of Allah make this du`a for the Muminin.
2. Mutif Bin Abdullah says: The most well wishing creation towards the believers are the
angels and the most deceiving is Shaytan.
Ref: Mazhari Vol. 10 P. 219""",0,"الحشر :10","اے ہمارے پروردگار ہمیں بخش دے اور ہمارے ان بھائیوں کو بھی جو ہم سے پہلے ایمان ﻻچکے ہیں اور ایمان داروں کی طرف سے ہمارے دل میں کینہ (اور دشمنی) نہ ڈال",36
"40 Rabbanas",no,dua_175,"Rabbana innaka Ra'ufur Rahim","Our Lord! Thou art indeed Full of Kindness, Most Merciful.",175,"Rabbana 37"," رَبَّنَآ إِنَّكَ رَءُوفٌ رَّحِيمٌ","""1. “Al-ladhina-amanu” refers to the Muhajirin and Ansar.
2. Those angels who carry the Throne of Allah make this du`a for the Muminin.
3. Mutif Bin Abdullah says: The most well wishing creation towards the believers are the angels and the most deceiving is Shaytan
Ref: Mazhari Vol. 10 P. 219""",0,"الحشر :10","اے ہمارے رب بیشک تو شفقت ومہربانی کرنے واﻻ ہے",37
"40 Rabbanas",no,dua_176,"Rabbana 'alayka tawakkalna wa-ilayka anabna wa-ilaykal masir","Our Lord! In Thee do we trust, and to Thee do we turn in repentance: to Thee is (our) Final Goal",176,"Rabbana 38","رَّبَّنَا عَلَيْكَ تَوَكَّلْنَا وَإِلَيْكَ أَنَبْنَا وَإِلَيْكَ ٱلْمَصِيرُ","""1. This was the du`a of Ibrahim (a.s) and his followers.
2. This du`a means: O Allah in all matters we put our trust in You, and we hand over all our matters to You.
Ref: Ibn Kathir Vol. 4. P. 372""",0,"الممتحنة :4","اے ہمارے پروردگار تجھی پر ہم نے بھروسہ کیا ہے اور تیری ہی طرف رجوع کرتے ہیں اور تیری ہی طرف لوٹنا ہے",38
"40 Rabbanas",no,dua_177,"Rabbana la taj'alna fitnatal lilladhina kafaru waghfir lana Rabbana innaka antal 'Azizul-Hakim","Our Lord! Make us not a (test and) trial for the Unbelievers, but forgive us, our Lord! for Thou art the Exalted in Might, the Wise.",177,"Rabbana 39","رَبَّنَا لَا تَجْعَلْنَا فِتْنَةً لِّلَّذِينَ كَفَرُوا۟ وَٱغْفِرْ لَنَا رَبَّنَآ ۖ إِنَّكَ أَنتَ ٱلْعَزِيزُ ٱلْحَكِيمُ","""1. This is also part of the du`a made by Ibrahim (a.s) and his followers. Mujahid (R.A) states that this ayah means: “Do not punish us through the hands of the kuffaar nor give us adhab (punishment) directly, other wise the kuffaar will say that if these people were true believers, then no adhab would befall them”.
Ref: Mazhari Vol. P. 431""",0,"الممتحنة :5","اے ہمارے رب! تو ہمیں کافروں کی آزمائش میں نہ ڈال اور اے ہمارے پالنے والے ہماری خطاؤں کو بخش دے، بیشک تو ہی غالب، حکمت واﻻ ہے",39
"40 Rabbanas",no,dua_178,"Rabbana atmim lana nurana waghfir lana innaka 'ala kulli shai-in qadir","Our Lord! Perfect our Light for us, and grant us Forgiveness: for Thou hast power over all things.",178,"Rabbana 40","رَبَّنَآ أَتْمِمْ لَنَا نُورَنَا وَٱغْفِرْ لَنَآ ۖ إِنَّكَ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ","""1. Mujahid states that the Believers will recite this du`a at the time when they will see that the celestial light of the Hypocrites had disappeared on the day of Qiyamah.
Ref: Ibn Kathir Vol. 4 P. 418/9
2. On the bridge of Sirat the Believers will see (Nur) celestial light in front of them as well as on their right hand side. When they will see that the (Nur) celestial light of the Hypocrites has disappeared they will recite this du`a. The (Nur) celestial light will be in proportion to a persons actions. Therefore the du`a is being made to perfect the celestial light.
Ref: Mazhari Vol. 11 P. 594""",0,"التحريم :8","اے ہمارے رب ہمیں کامل نور عطا فرما اور ہمیں بخش دے یقیناً تو ہر چیز پر قادر ہے",40
"Hajj & Umrah",no,dua_179,"lab-bayk-allaahumma labbayk, labbayka laa shareeka laka labbayk, innal-hamda wan-ni‛mata laka wal mulk, laa shareeka lak, (lab-bayka ilaah-al-haq lab-bayk)","Here I am O Allah, (in response to Your call), here I am. Here I am, You have no partner, here I am. Indeed all praise, grace and sovereignty belong to You. You have no partner. (Here I am O God in Truth, here I am.) ",179,"Talbiyah chant of Hajj and Umrah","لَبَّيْكَ اللَّهُمَّ لَبَّيْكَ ، لَبَّيْكَ لَا شَرِيكَ لَكَ لَبَّيْكَ ، إِنَّ الْحَمْدَ والنِّعْمَةَ لَكَ وَالْمُلْكُ ، لَا شَرِيكَ لَكَ لَبَّيْكَ (إِلَهَ الْحَقِّ لَبَّيْكَ)","""Narrated `Abdullah bin `Umar:
The Talbiya of Allah's Messenger  (May peace be upon him) was : 'Labbaika Allahumma labbaik, Labbaika la sharika Laka labbaik, Inna-l-hamda wan-ni'mata Laka walmulk, La sharika Laka' (I respond to Your call O Allah, I respond to Your call, and I am obedient to Your orders, You have no partner, I respond to Your call All the praises and blessings are for You, All the sovereignty is for You, And You have no partners with you.""",0,"""Reference 1: Sahih al-Bukhari 1549
In-book reference: Book 25, Hadith 35
English translation: Vol. 2, Book 26, Hadith 621
(Deprecated numbering scheme)
""","حاضر ہوں اے اللہ ! حاضر ہوں میں . تیرا کوئی شریک نہیں ۔ حاضر ہوں ، تمام حمد تیرے ہی لیے ہے اور تمام نعمتیں تیری ہی طرف سے ہیں ، بادشاہت تیری ہی ہے تیرا کوئی شریک نہیں ۔",99
"Hajj & Umrah",no,dua_180,"allaahu akbar","Allah is the greatest",180,"Dua at the black stone","اللهُ أَكْبَرُ","""Narrated Ibn `Abbas:
The Prophet  (May peace be upon him) performed Tawaf of the Ka`ba riding a camel, and every time he came in front of the Corner (having the Black Stone), he pointed towards it with something he had with him and said Takbir.""",0,"""Reference 1: Sahih al-Bukhari 1613
In-book reference: Book 25, Hadith 99
English translation: Vol. 2, Book 26, Hadith 682
(deprecated numbering scheme)
""","اللہ سب سے بڑا ہے",100
"Hajj & Umrah",no,dua_181,"allaahu akbar","Allah is the greatest.",181,"Dua at Jamarat","اللهُ أَكْبَرُ","""Narrated Salim:
Ibn `Umar used to do Rami of the Jamrat-ud-Dunya (the Jamra near to the Khaif mosque) with seven small stones and used to recite Takbir on throwing every pebble. He then would go ahead till he reached the level ground where he would stand facing the Qibla for a long time to invoke (Allah) while raising his hands (while invoking). Then he would do Rami of the Jamrat-ul-Wusta (middle Jamra) and then he would go to the left towards the middle ground, where he would stand facing the Qibla. He would remain standing there for a long period to invoke (Allah) while raising his hands, and would stand there for a long period. Then he would do Rami of the Jamrat-ul-Aqaba from the middle of the valley, but he would not stay by it, and then he would leave and say, """"I saw the Prophet  (May peace be upon him) doing like this.""",0,"""Reference 1: Sahih al-Bukhari 1751
In-book reference: Book 25, Hadith 229
English translation: Vol. 2, Book 26, Hadith 807
""","اللہ سب سے بڑا ہے",101
"Hajj & Umrah",no,dua_182,"rabbanaa aatinaa fiddunyaa hasanatan wa fil aakhirati hasanatan wa qinaa ‛adhaab-an-naar ","O our Lord, grant us the best in this life and the best in the next life, and protect us from the punishment of the Fire. ",182,"Dua said between Yamaani corner and black stone","رَبَّـنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ","""Narrated Abdullah ibn as-Sa'ib:
I heard the Messenger of Allah  (May peace be upon him) say between the two corners: O Allah, bring us a blessing in this world and a blessing in the next and guard us from punishment of Hell.""",0,"""Reference 1: Sunan Abi Dawud 1892
In-book reference: Book 11, Hadith 172
English translation: Book 10, Hadith 1887
""","اے ہمارے رب ! ہمیں دنیا میں بھلائی عطا فرما ، اور آخرت میں بھی ، اور ہمیں جہنم کے عذاب سے بچا لے",102
Random,no,dua_183,"Alhamdu Lillaahil-Lathee 'Aafaanee Mimmab-Talaaka Bihi Wa Fadhdhalanee 'Alaa Katheerin Mimman Khalaqa Tafdheela","Praise is to Allah Who has spared me what He has afflicted you with, and preferred me greatly above much of what He has created",183,"When seeing someone afflicted by misfortune","ٱلْحَمْدُ لِلّٰهِ الَّذِي عَافَانِي مِمَّا ابْتَلَاكَ بِهِ، وَفَضَّلَنِي عَلَى كَثِيرٍ مِمَّنْ خَلَقَ تَفْضِيلًا","""Umar narrated that:
The Messenger of Allah (May peace be upon him) said: “Whoever sees a person afflicted and say: ‘All praise is due to Allah Who saved me from that which He has afflicted you with, and blessed me greatly over many of those whom He has created, (Al-ḥamdulillāhi alladhī `āfānī mimmabtalāka bihī wa faḍḍalanī `alā kathīrin mimman khalaqa tafḍīla)’ then he shall be saved from that affliction for as long as he lives.”",0,"""Jami` at-Tirmidhi 3431
In-book reference: Book 48, Hadith 62
English reference: Vol. 6, Book 45, Hadith 3431""","تمام تعریفیں اسی ذات کے لیے ہیں۔جس نے مجھے اس مصیبت سے نجات دی جس میں تجھے مبتلا کیا اور مجھے اپنی اکثر مخلوق پر فضیلت دی۔",132
Animal,no,dua_184,"allaahumma innee as’aluka min fadhlik","O Allah, I ask You from Your favor",184,"Hearing a rooster crow","ٱللَّهُمَّ إِنِّي أَسْأَلُكَ مِنْ فَضْلِكَ","Narrated Abu Huraira: The Prophet (May peace be upon him) said, ""When you hear the crowing of cocks, ask for Allah's Blessings for (their crowing indicates that) they have seen an angel. And when you hear the braying of donkeys, seek Refuge with Allah from Satan for (their braying indicates) that they have seen a Satan.""",0,"""Sahih al-Bukhari 3303, In-book reference : Book 59, Hadith 111, USC-MSA web (English) reference : Vol. 4, Book 54, Hadith 522","اے اللہ میں تجھ سے تیرا فضل مانگتا ہوں",45
Random,no,dua_185,"Rabbighfir li wa tub alai innaka antattawwabur ghafoor","My Lord, forgive me and accept my repentance, You are the Ever-Relenting, the All-Forgiving.",185,"While sitting in meeting","رَبِّ اغْفِرْ لِي ، وَتُبْ عَلَيَّ ، إِنَّكَ أَنْتَ التَّوَّابُ الْغَفُورُ","""Narrated Abdullah ibn Umar:
We counted that the Messenger of Allah (May peace be upon him) would say a hundred times during a meeting: """"My Lord, forgive me and pardon me; Thou art the Pardoning and forgiving One"".",0,"""Reference: Sunan Abi Dawud 1516
In-book reference: Book 8, Hadith 101
English translation: Book 8, Hadith 1511""","اے میرے رب ! مجھے بخش دے ، میری توبہ قبول کر ، تو ہی توبہ قبول کرنے والا اور رحم فرمانے والا ہے",133
Blessings,no,dua_186,"allaahumma innee as’aluka min fadlik","O Allah, I ask You from Your favor",186,"Dua upon hearing a rooster crow","ٱللَّهُمَّ إِنِّي أَسْأَلُكَ مِنْ فَضْلِكَ","Narrated Abu Huraira: The Prophet (May peace be upon him) said, ""When you hear the crowing of cocks, ask for Allah's Blessings for (their crowing indicates that) they have seen an angel. And when you hear the braying of donkeys, seek Refuge with Allah from Satan for (their braying indicates) that they have seen a Satan.""",0,"Sahih al-Bukhari 3303, In-book reference : Book 59, Hadith 111, USC-MSA web (English) reference : Vol. 4, Book 54, Hadith 522","اے اللہ، میں تجھ سے تیرا فضل مانگتا ہوں",59
Blessings,no,dua_187,"allaahumma aslih lee deeni al-ladhi huwa ‛is-matu amree, wa aslih lee dun-yaaial-lati feeha ma‛aashee, wa aslih lee aakhiratee al-lati feeha ma‛aadee, waj-‛alil, hayaata zyaadatan lee fee kulli khair, wal-mawta raahatan lee min kulli shar","O Allah perfect for me my religion on which success of all my affairs depends, and perfect my worldly affairs on which my livelihood depends, and perfect my hereafter to which I will return, and make in life for me an increase of all good, and make death for me a comfort from all evil.",187,"Dua and remembrance to be said any time","ٱللَّهُمَّ أَصْلِحْ لِي دِينِي الَّذِي هُوَ عِصْمَةُ أَمْرِي, وَأَصْلِحْ لِي دُنْيَايَ الَّتِي فِيهَا مَعَاشِي, وَأَصْلِحْ لِي آخِرَتِي الَّتِي فِيهَا مَعَادِي, وَاجْعَلِ الْحَيَاةَ زِيَادَةً لِي فِي كُلِّ خَيْرٍ،, وَاجْعَلِ الْمَوْتَ رَاحَةً لِي مِنْ كُلِّ شَرٍّ ","O Allah, set right for me my religion which is the safeguard of my affairs. And set right for me the affairs of my world wherein is my living. And set right for me my Hereafter on which depends my after-life. And make the life for me (a source) of abundance for every good and make my death a source of comfort for me protecting me against every evil",0,"Sahih Muslim 2720, In-book reference : Book 48, Hadith 96, USC-MSA web (English) reference : Book 35, Hadith 6565","اے اللہ میرے دین کو درست فرما جو میرے معاملات کا محافظ ہے اور میری دنیا کو درست فرما جس میں میرا لوٹنا ہے اور میری زندگی کو ہربھلائی میں میرے لئے زیا د تی کا باعث بنا دے اور موت کو میرے لئے ہر شر سے راحت بنا دے۔",60
